id,name,provider,level,amount,deadline,project_types,requirements,description,contact_info,application_url,status,technology,created_at,updated_at,verification_level,verification_date,verification_source,verification_notes,last_data_check,data_source,deadline_status,amount_verified,deadline_verified,next_check_due
2366,Worcester MA Renewable Energy Permits,City of Worcester MA,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Worcester MA for local residents and businesses.,Worcester MA Sustainability Office,https://www.worcesterma.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:45.167033,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:26.87,https://www.worcesterma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2370,Springfield MA Energy Efficiency Rebates,City of Springfield MA,local,"$1,000 to $25,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.426723,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.springfieldma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2371,Springfield MA PACE Financing,City of Springfield MA,local,"Up to $50,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.489716,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.springfieldma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2374,Springfield MA Green Business Certification,City of Springfield MA,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.68319,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.springfieldma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2375,Springfield MA Renewable Energy Permits,City of Springfield MA,local,Grant funding available,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:45.746002,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.springfieldma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2380,Cambridge MA PACE Financing,City of Cambridge MA,local,Property tax exemption,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.064645,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.cambridgema.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2372,Springfield MA Sustainability Grants,City of Springfield MA,local,Property tax exemption,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.55319,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:26.986,https://www.springfieldma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2373,Springfield MA Climate Action Funding,City of Springfield MA,local,Grant funding available,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:45.617435,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.044,https://www.springfieldma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2376,Springfield MA Building Performance Standards,City of Springfield MA,local,Property tax exemption,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Springfield MA for local residents and businesses.,Springfield MA Sustainability Office,https://www.springfieldma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.809954,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.102,https://www.springfieldma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2377,Cambridge MA Green Building Incentives,City of Cambridge MA,local,Permit fee waivers,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:45.875081,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.16,https://www.cambridgema.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2379,Cambridge MA Energy Efficiency Rebates,City of Cambridge MA,local,Grant funding available,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.001743,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.219,https://www.cambridgema.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2383,Cambridge MA Green Business Certification,City of Cambridge MA,local,"Up to $50,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.253597,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.cambridgema.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2385,Cambridge MA Building Performance Standards,City of Cambridge MA,local,Development incentives,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.37871,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.cambridgema.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2386,Lowell MA Green Building Incentives,City of Lowell MA,local,Permit fee waivers,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.441069,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2387,Lowell MA Solar Tax Exemptions,City of Lowell MA,local,Tax abatements,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Solar,2025-07-20 04:18:46.504177,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2388,Lowell MA Energy Efficiency Rebates,City of Lowell MA,local,"$5,000 to $100,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.567144,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2389,Lowell MA PACE Financing,City of Lowell MA,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.630456,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2391,Lowell MA Climate Action Funding,City of Lowell MA,local,Property tax exemption,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:46.756538,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2392,Lowell MA Green Business Certification,City of Lowell MA,local,Property tax exemption,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.819072,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.lowellma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2384,Cambridge MA Renewable Energy Permits,City of Cambridge MA,local,Tax abatements,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Cambridge MA for local residents and businesses.,Cambridge MA Sustainability Office,https://www.cambridgema.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:46.316085,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.335,https://www.cambridgema.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2390,Lowell MA Sustainability Grants,City of Lowell MA,local,Development incentives,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.693409,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.394,https://www.lowellma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2403,Brockton MA Building Performance Standards,City of Brockton MA,local,Grant funding available,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.511876,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.brocktonma.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2394,Lowell MA Building Performance Standards,City of Lowell MA,local,"$1,000 to $25,000",Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Lowell MA for local residents and businesses.,Lowell MA Sustainability Office,https://www.lowellma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:46.944281,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.511,https://www.lowellma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2395,Brockton MA Green Building Incentives,City of Brockton MA,local,"Up to $50,000",Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.008486,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.569,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2396,Brockton MA Solar Tax Exemptions,City of Brockton MA,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Solar,2025-07-20 04:18:47.073258,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.627,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2397,Brockton MA Energy Efficiency Rebates,City of Brockton MA,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.136006,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.685,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2398,Brockton MA PACE Financing,City of Brockton MA,local,Grant funding available,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.198457,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.744,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2399,Brockton MA Sustainability Grants,City of Brockton MA,local,"$5,000 to $100,000",Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.260864,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.802,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2401,Brockton MA Green Business Certification,City of Brockton MA,local,Development incentives,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.386261,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.86,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2402,Brockton MA Renewable Energy Permits,City of Brockton MA,local,Grant funding available,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by Brockton MA for local residents and businesses.,Brockton MA Sustainability Office,https://www.brocktonma.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:47.449178,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.918,https://www.brocktonma.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2404,New Haven CT Green Building Incentives,City of New Haven CT,local,Permit fee waivers,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.574151,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:27.976,https://www.newhavenct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2406,New Haven CT Energy Efficiency Rebates,City of New Haven CT,local,Development incentives,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.700268,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.newhavenct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2410,New Haven CT Green Business Certification,City of New Haven CT,local,"$1,000 to $25,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.956806,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.newhavenct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2411,New Haven CT Renewable Energy Permits,City of New Haven CT,local,"$1,000 to $25,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Renewable Energy Permits program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Renewable Energy,2025-07-20 04:18:48.019144,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.newhavenct.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2412,New Haven CT Building Performance Standards,City of New Haven CT,local,"Up to $50,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.083629,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.newhavenct.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2416,Stamford CT PACE Financing,City of Stamford CT,local,"Up to $50,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.334703,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.stamfordct.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2408,New Haven CT Sustainability Grants,City of New Haven CT,local,Property tax exemption,Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Sustainability Grants program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:47.828675,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:28.105,https://www.newhavenct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2409,New Haven CT Climate Action Funding,City of New Haven CT,local,"$5,000 to $100,000",Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Climate Action Funding program offered by New Haven CT for local residents and businesses.,New Haven CT Sustainability Office,https://www.newhavenct.gov/sustainability,Active,Climate & Resilience,2025-07-20 04:18:47.895146,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:28.163,https://www.newhavenct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2413,Stamford CT Green Building Incentives,City of Stamford CT,local,Development incentives,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Building Incentives program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.14665,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:28.222,https://www.stamfordct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2414,Stamford CT Solar Tax Exemptions,City of Stamford CT,local,Permit fee waivers,Annual application,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Solar,2025-07-20 04:18:48.208644,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:28.28,https://www.stamfordct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2415,Stamford CT Energy Efficiency Rebates,City of Stamford CT,local,"$5,000 to $100,000",Quarterly deadlines,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.271349,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 22:44:28.338,https://www.stamfordct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2419,Stamford CT Green Business Certification,City of Stamford CT,local,Permit fee waivers,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Green Business Certification program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.522911,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.stamfordct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2421,Stamford CT Building Performance Standards,City of Stamford CT,local,Property tax exemption,Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Building Performance Standards program offered by Stamford CT for local residents and businesses.,Stamford CT Sustainability Office,https://www.stamfordct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.64804,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.stamfordct.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2423,Bridgeport CT Solar Tax Exemptions,City of Bridgeport CT,local,Permit fee waivers,While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Solar Tax Exemptions program offered by Bridgeport CT for local residents and businesses.,Bridgeport CT Sustainability Office,https://www.bridgeportct.gov/sustainability,Active,Solar,2025-07-20 04:18:48.774044,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.bridgeportct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
2424,Bridgeport CT Energy Efficiency Rebates,City of Bridgeport CT,local,"$5,000 to $100,000",Ongoing,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",Energy Efficiency Rebates program offered by Bridgeport CT for local residents and businesses.,Bridgeport CT Sustainability Office,https://www.bridgeportct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.835747,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.bridgeportct.gov/sustainability,ongoing,f,f,2025-10-22 15:55:12.057349
2425,Bridgeport CT PACE Financing,City of Bridgeport CT,local,"$1,000 to $25,000",While funds available,"[""Municipal Programs""]","[""Local jurisdiction"",""Permit compliance"",""Zoning requirements""]",PACE Financing program offered by Bridgeport CT for local residents and businesses.,Bridgeport CT Sustainability Office,https://www.bridgeportct.gov/sustainability,Active,Energy Efficiency,2025-07-20 04:18:48.898042,2025-07-27 02:32:49.960246,2,2025-07-21 23:27:31.875407,Municipal Program Categories,Local government programs exist in these categories but require individual verification for amounts,2025-07-22 15:55:12.057349,https://www.bridgeportct.gov/sustainability,active,f,f,2025-10-22 15:55:12.057349
